Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
CUST01360,55,139635,48952,735,60,Yes
CUST01361,23,71634,91570,685,60,No
CUST01362,57,104988,13484,646,36,No
CUST01363,64,124337,67648,631,48,No
CUST01364,64,159215,64945,777,36,No
CUST01365,50,164653,58678,758,12,No
CUST01366,58,85443,36323,850,12,No
CUST01367,54,47424,91332,659,36,No
CUST01368,32,106844,99605,632,60,No
CUST01369,39,59984,92363,714,60,Yes
CUST01370,57,59505,40361,712,12,No
CUST01371,64,120478,15315,728,36,No
CUST01372,37,80699,52968,744,24,Yes
CUST01373,30,176029,31519,727,60,No
CUST01374,32,174536,14107,761,60,No
CUST01375,36,132012,60781,771,24,No
CUST01376,44,172721,8869,772,48,No
CUST01377,39,52758,85983,510,60,No
CUST01378,28,154668,32370,697,24,No
CUST01379,51,34374,67695,611,36,No
CUST01380,41,136686,65422,759,48,Yes
CUST01381,37,21775,12971,509,12,No
CUST01382,43,45388,30651,790,36,No
CUST01383,57,141800,61974,615,24,No
CUST01384,36,39029,28446,598,48,Yes
CUST01385,26,101981,43108,707,60,No
CUST01386,28,71639,80179,652,36,No
CUST01387,45,132010,8823,813,12,No
CUST01388,38,163717,18454,782,12,No
CUST01389,45,49105,8932,642,48,Yes
CUST01390,32,162740,15220,758,36,No
CUST01391,35,165032,79090,639,48,No
CUST01392,46,144519,72965,638,24,No
CUST01393,61,160429,33208,734,60,No
CUST01394,65,120739,77980,789,60,No
CUST01395,46,69796,15510,647,60,No
CUST01396,52,33804,49045,653,36,No
CUST01397,30,145732,15537,703,48,No
CUST01398,36,163698,77683,613,36,Yes
CUST01399,27,177204,74134,797,60,No
CUST01400,37,25951,77254,612,24,No
CUST01401,43,155521,18782,633,60,No
CUST01402,46,37065,70587,813,36,Yes
CUST01403,41,119503,87238,696,60,No
CUST01404,42,123072,80720,826,60,No
CUST01405,27,158202,83004,664,36,No
CUST01406,34,107360,27072,850,60,No
CUST01407,35,80287,86015,726,36,Yes
CUST01408,27,155126,99003,624,72,No
CUST01409,29,125357,93938,622,60,No
CUST01410,28,47670,77746,571,72,No
CUST01411,43,67112,50702,579,12,No
CUST01412,49,106388,11057,631,36,No
CUST01413,38,107156,35916,606,60,No
CUST01414,51,177379,32268,487,60,No
CUST01415,50,65922,48978,743,12,No
CUST01416,59,111348,28259,738,12,No
CUST01417,55,97335,58583,703,36,No
CUST01418,38,44312,84400,595,60,No
CUST01419,62,84985,39293,804,60,Yes
CUST01420,59,148744,12043,667,36,No
CUST01421,37,118963,55430,618,12,Yes
CUST01422,34,49551,43893,697,48,No
CUST01423,51,107813,45642,693,36,No
CUST01424,44,119025,83065,492,60,Yes
CUST01425,55,142342,35868,678,36,No
CUST01426,64,27637,31309,689,48,No
CUST01427,65,61258,28284,652,60,Yes
CUST01428,54,158896,74000,581,48,No
CUST01429,23,147553,89179,583,36,No
CUST01430,57,44950,67107,719,60,No
CUST01431,63,172560,70049,737,36,No
CUST01432,60,145870,34265,646,60,No
CUST01433,46,18215,86490,709,12,Yes
CUST01434,43,123603,28880,646,60,No
CUST01435,64,29523,89579,616,24,No
CUST01436,59,86689,5255,696,12,No
CUST01437,35,41834,6502,594,36,No
CUST01438,24,52474,75192,822,72,No
CUST01439,49,61066,70424,572,72,No
CUST01440,42,28400,80838,701,24,No
CUST01441,45,143211,75966,691,24,Yes
CUST01442,33,28345,46366,685,36,Yes
CUST01443,38,51896,32425,791,36,No
CUST01444,53,46899,57328,479,60,Yes
CUST01445,36,46229,72396,711,36,Yes
CUST01446,65,23583,76694,659,60,Yes
CUST01447,62,153969,10806,724,60,No
CUST01448,64,89537,91274,684,48,Yes
CUST01449,22,153639,22106,674,60,No
CUST01450,55,92807,61731,589,24,Yes
CUST01451,62,147648,80010,630,24,No
CUST01452,54,130652,87533,850,60,Yes
CUST01453,50,162401,37599,724,36,No
CUST01454,33,89792,76326,759,12,Yes
CUST01455,33,149300,80706,654,60,No
CUST01456,38,55052,14004,616,48,No
CUST01457,52,64032,56364,738,36,No
CUST01458,52,51686,30792,537,48,No
CUST01459,55,94981,69912,631,36,No
CUST01460,59,116802,59645,653,72,Yes
CUST01461,49,151881,12232,751,12,No
CUST01462,49,60818,83210,711,48,No
CUST01463,64,118422,59766,645,60,No
CUST01464,36,89927,86588,708,36,No
CUST01465,64,97465,53542,657,60,No
CUST01466,30,131221,10913,760,60,No
CUST01467,50,55333,98449,698,60,No
CUST01468,45,144457,15567,810,36,No
CUST01469,59,34576,43379,659,48,No
CUST01470,40,137875,79968,772,60,No
CUST01471,25,57405,5319,687,36,No
CUST01472,21,112000,95005,628,48,No
CUST01473,50,49601,97026,850,36,No
CUST01474,23,85946,91120,778,24,No
CUST01475,65,70116,9791,698,12,No
CUST01476,34,122186,5329,737,72,No
CUST01477,50,80894,79387,599,48,Yes
CUST01478,24,25465,66032,601,24,Yes
CUST01479,38,74754,49078,764,60,No
CUST01480,57,110850,93662,680,36,No
CUST01481,45,127765,26300,668,60,No
CUST01482,21,110691,80700,658,24,No
CUST01483,35,56871,55945,691,60,No
CUST01484,29,47511,60609,661,48,No
CUST01485,35,98960,65562,528,60,No
CUST01486,44,83776,95045,786,12,Yes
CUST01487,24,62462,66901,672,36,No
CUST01488,32,50574,10703,817,36,No
CUST01489,57,120072,97645,548,60,No
CUST01490,57,174258,68115,548,24,No
CUST01491,63,171885,93090,659,48,Yes
CUST01492,26,96282,32676,753,12,Yes
CUST01493,59,127779,66710,589,24,Yes
CUST01494,44,36557,65077,586,36,Yes
CUST01495,31,177132,94340,708,60,No
CUST01496,33,90104,50440,657,60,Yes
CUST01497,54,155152,41923,721,72,Yes
CUST01498,45,162926,34802,658,60,No
CUST01499,27,140013,95331,709,24,No
CUST01500,24,176097,67904,782,60,No
CUST01501,28,59081,65162,589,36,No
CUST01502,40,153440,70169,769,60,No
CUST01503,49,137181,73147,552,24,Yes
CUST01504,65,45094,27075,726,60,No
CUST01505,30,84766,87015,786,24,No
CUST01506,63,101053,79716,641,36,Yes
CUST01507,54,173063,14304,728,12,No
CUST01508,46,19301,64622,643,24,No
CUST01509,61,177682,59215,724,36,No
CUST01510,23,99463,85146,511,60,Yes
CUST01511,26,42466,78973,692,60,No
CUST01512,25,44081,17521,710,36,No
CUST01513,25,42354,29028,781,24,No
CUST01514,43,111297,44328,749,36,No
CUST01515,29,36300,32301,668,60,Yes
CUST01516,55,82384,43015,700,24,No
CUST01517,40,113027,92276,572,48,Yes
CUST01518,62,139684,41845,803,24,No
CUST01519,55,78892,91818,732,36,No
CUST01520,38,53525,81394,540,24,No
CUST01521,37,175604,49159,698,24,No
CUST01522,44,24464,48714,704,24,No
CUST01523,23,34562,85722,622,36,No
CUST01524,52,125392,30230,687,36,No
CUST01525,55,73514,97554,614,48,No
CUST01526,58,131428,54262,575,12,Yes
CUST01527,33,130564,95201,634,24,No
CUST01528,45,126047,46722,693,24,No
CUST01529,29,50634,51359,750,60,Yes
CUST01530,24,18060,67796,685,48,No
CUST01531,34,27269,45159,750,60,Yes
CUST01532,57,41065,92052,729,36,Yes
CUST01533,54,20895,95209,602,24,Yes
CUST01534,31,98859,10239,728,12,No
CUST01535,61,161424,96951,730,36,No
CUST01536,23,122127,55886,811,48,No
CUST01537,48,114426,32195,711,60,No
CUST01538,49,29962,99859,587,60,Yes
CUST01539,29,51302,39674,638,36,No
CUST01540,23,103382,23105,541,36,No
CUST01541,45,22011,34739,718,24,No
CUST01542,54,147716,36969,804,36,Yes
CUST01543,32,37782,19497,501,60,Yes
CUST01544,62,138654,6816,807,24,No
CUST01545,29,27196,97019,717,72,Yes
CUST01546,35,61459,64254,599,36,Yes
CUST01547,60,105245,92695,699,36,Yes
CUST01548,45,96863,74385,602,24,No
CUST01549,25,141206,92148,713,48,No
CUST01550,31,119010,38826,685,36,No
CUST01551,54,50769,68365,705,36,No
CUST01552,44,125529,89242,611,36,Yes
CUST01553,35,42700,55100,622,12,Yes
CUST01554,58,23269,95099,718,36,Yes
CUST01555,28,139631,9359,642,36,No
CUST01556,25,61880,17809,691,48,No
CUST01557,46,132003,69450,714,48,No
CUST01558,38,157392,43428,663,36,No
CUST01559,26,67589,99990,767,48,Yes
CUST01560,57,53897,77790,666,36,Yes
CUST01561,33,32380,95321,664,48,Yes
CUST01562,48,88934,7093,633,12,No
CUST01563,25,73830,49498,758,24,No
CUST01564,33,23529,45985,627,36,No
CUST01565,37,112598,37009,774,60,No
CUST01566,60,100987,87094,692,12,No
CUST01567,65,67178,22718,850,24,No
CUST01568,52,156009,21705,630,36,Yes
CUST01569,49,139952,92618,776,12,Yes
CUST01570,23,57886,67598,718,60,No
CUST01571,60,67699,82878,641,48,Yes
CUST01572,54,94396,17239,719,60,No
CUST01573,60,108678,51622,716,12,No
CUST01574,47,43279,51665,655,36,No
CUST01575,33,128776,37274,712,60,Yes
CUST01576,65,119444,16419,767,48,No
CUST01577,53,124300,20003,718,36,No
CUST01578,26,131793,35866,649,48,No
CUST01579,44,134278,26988,644,60,No
CUST01580,39,121247,60894,673,12,No
CUST01581,36,26997,95444,763,48,Yes
CUST01582,60,124102,10674,623,36,No
CUST01583,48,103711,75538,709,60,Yes
CUST01584,53,134045,98103,563,48,No
CUST01585,61,58860,71446,725,12,No
CUST01586,33,21225,34072,736,36,No
CUST01587,63,128114,38717,832,72,No
CUST01588,65,131218,92345,749,60,No
CUST01589,45,118764,31651,650,36,No
CUST01590,62,125041,49291,565,48,Yes
CUST01591,56,130224,68350,719,48,No
CUST01592,47,81656,87020,655,12,No
CUST01593,58,94290,9646,705,24,No
CUST01594,27,74633,44713,626,48,No
CUST01595,25,44655,72936,667,36,No
CUST01596,63,139118,49331,553,24,Yes
CUST01597,65,21114,27185,602,60,No
CUST01598,51,44502,89263,591,36,Yes
CUST01599,43,67768,57107,745,36,Yes
CUST01600,62,66128,71554,618,24,Yes
CUST01601,30,169100,22563,783,48,No
CUST01602,52,101123,75729,619,48,Yes
CUST01603,63,126255,20701,837,48,No
CUST01604,50,21174,74072,534,24,Yes
CUST01605,59,135769,53217,712,48,Yes
CUST01606,51,53398,49610,683,60,Yes
CUST01607,38,153393,89422,589,36,Yes
CUST01608,56,141549,55131,639,24,No
CUST01609,22,90635,34410,660,60,Yes
CUST01610,34,41760,63715,699,24,No
CUST01611,33,160432,43665,610,36,No
CUST01612,49,159385,20957,712,24,No
CUST01613,32,148674,53127,689,36,No
CUST01614,59,154873,68589,738,36,No
CUST01615,22,32130,51008,615,12,No
CUST01616,52,163343,66920,649,60,No
CUST01617,33,165147,37875,788,36,No
CUST01618,47,125215,6626,612,48,No
CUST01619,61,168056,95815,576,36,No
CUST01620,37,106095,68822,633,48,Yes
CUST01621,60,78942,76765,547,36,No
CUST01622,51,161933,77413,805,60,No
CUST01623,54,116970,38642,659,60,No
CUST01624,44,100203,43311,660,48,No
CUST01625,65,170049,37356,736,36,No
CUST01626,55,106177,8809,626,60,Yes
CUST01627,26,90902,48371,664,36,No
CUST01628,39,110172,39875,624,24,No
CUST01629,50,164702,14465,548,24,No
CUST01630,27,38056,71095,684,60,No
CUST01631,30,156454,78844,757,24,Yes
CUST01632,61,73739,70250,686,60,No
CUST01633,52,99685,91889,749,36,Yes
CUST01634,54,66639,20250,598,36,Yes
CUST01635,48,18992,51023,623,48,No
CUST01636,35,90394,51624,583,24,Yes
CUST01637,50,85657,21427,707,60,No
CUST01638,57,45160,38276,656,48,Yes
CUST01639,49,63156,76643,653,48,Yes
CUST01640,42,104442,84012,730,48,Yes
CUST01641,24,168644,8439,645,24,No
CUST01642,40,135925,90848,761,36,Yes
CUST01643,52,22136,92331,698,24,No
CUST01644,56,79868,83672,653,36,No
CUST01645,24,100263,84703,564,60,Yes
CUST01646,47,50167,22300,730,48,No
CUST01647,37,128957,65289,701,60,No
CUST01648,32,33479,22182,705,48,No
CUST01649,42,137392,75507,707,24,No
CUST01650,37,153895,55912,640,48,No
CUST01651,30,37585,31909,669,60,No
CUST01652,21,166344,24659,646,24,No
CUST01653,42,44619,36403,774,60,No
CUST01654,46,93069,38586,659,48,No
CUST01655,38,57895,15360,634,12,Yes
CUST01656,34,21720,26424,779,36,No
CUST01657,49,37267,53791,771,36,No
CUST01658,32,164768,8065,698,36,No
CUST01659,56,179040,73795,670,60,No
CUST01660,55,71364,17300,652,60,No
CUST01661,32,172417,38370,677,60,No
CUST01662,27,69567,74831,614,60,Yes
CUST01663,49,109229,32209,716,60,No
CUST01664,31,168457,25927,804,60,No
CUST01665,53,96518,39579,722,24,No
CUST01666,26,100844,14032,597,36,Yes
CUST01667,35,108697,98254,714,12,No
CUST01668,52,75196,83413,695,36,No
CUST01669,31,133600,45731,713,60,No
CUST01670,43,118625,97202,619,24,No
CUST01671,46,149567,58767,680,48,No
CUST01672,54,62755,77302,746,48,Yes
CUST01673,54,51324,54954,600,24,Yes
CUST01674,49,96929,93365,646,36,Yes
CUST01675,24,150624,90757,658,36,No
CUST01676,37,69272,30102,755,24,No
CUST01677,55,92462,39433,766,48,No
CUST01678,33,172961,20932,536,36,No
CUST01679,61,72675,30714,755,36,No
CUST01680,59,91591,62803,768,24,No
CUST01681,35,171706,44743,764,36,No
CUST01682,49,50363,7552,640,12,No
CUST01683,49,95004,61627,663,60,No
CUST01684,31,58718,50987,562,36,No
CUST01685,52,131627,84810,523,60,Yes
CUST01686,22,44870,50380,653,48,No
CUST01687,34,55394,34250,686,60,No
CUST01688,40,70057,73344,693,36,No
CUST01689,42,97795,69686,742,24,No
CUST01690,31,98409,50028,850,36,No
CUST01691,47,31016,20295,650,12,No
CUST01692,23,60137,60248,601,60,Yes
CUST01693,37,149225,85205,721,36,No
CUST01694,64,156925,15523,697,72,No
CUST01695,48,30379,50530,637,60,No
CUST01696,49,164864,18769,748,24,No
CUST01697,41,139169,68042,619,48,No
CUST01698,36,167172,49645,670,36,No
CUST01699,57,144082,95743,675,36,No
CUST01700,40,131089,67142,609,36,Yes
CUST01701,26,29049,30557,552,60,No
CUST01702,39,149858,84782,696,36,No
CUST01703,25,179771,83382,783,48,No
CUST01704,23,140784,42085,752,36,No
CUST01705,21,65691,55708,757,36,No
CUST01706,58,75986,56357,620,36,No
CUST01707,35,172672,18470,696,36,No
CUST01708,54,112774,83712,573,36,Yes
CUST01709,55,168882,84082,693,36,No
CUST01710,45,123315,11805,784,48,Yes
CUST01711,44,75204,87324,786,24,No
CUST01712,32,38085,99884,832,72,No
CUST01713,38,51980,67028,754,24,No
CUST01714,35,74117,55772,716,36,Yes
CUST01715,64,163213,57104,746,24,No
CUST01716,36,158416,78616,731,12,No
CUST01717,47,33896,94300,619,60,Yes
CUST01718,28,107353,11630,566,60,Yes
CUST01719,45,47813,20701,746,48,Yes
CUST01720,37,83679,19859,837,60,No
CUST01721,49,159753,26183,749,60,No
CUST01722,28,21228,45438,538,48,No
CUST01723,35,153654,47244,641,60,Yes
CUST01724,47,29397,79312,665,36,No
CUST01725,27,55011,20021,541,48,No
CUST01726,23,97183,74863,577,60,Yes
CUST01727,49,111254,60565,677,24,No
CUST01728,64,60317,53043,700,60,No
CUST01729,44,120489,78150,606,24,No
CUST01730,23,58096,69361,573,60,No
CUST01731,40,71785,6245,769,36,No
CUST01732,35,70344,46011,651,36,No
CUST01733,45,138382,15355,662,12,No
CUST01734,50,177484,53692,639,60,No
CUST01735,34,128489,54004,622,24,No
CUST01736,27,29549,34714,778,48,No
CUST01737,37,43739,22198,614,48,Yes
CUST01738,64,39209,71951,693,36,No
CUST01739,40,125051,6652,681,72,No
CUST01740,56,33116,48625,534,12,Yes
CUST01741,29,38045,90982,698,48,No
CUST01742,58,175399,23740,564,36,Yes
CUST01743,42,53709,8810,728,36,No
CUST01744,22,61617,21569,591,24,Yes
CUST01745,44,175977,84120,719,60,No
CUST01746,28,137779,31783,648,60,No
CUST01747,31,60919,83047,629,24,No
CUST01748,33,101521,14471,696,24,No
CUST01749,37,24447,11163,570,72,No
CUST01750,28,23499,68087,675,12,No
CUST01751,41,57041,67071,739,36,Yes
CUST01752,38,49315,21065,758,36,No
CUST01753,50,150371,88456,645,36,No
CUST01754,38,138506,53348,656,48,Yes
CUST01755,51,154066,24154,568,60,Yes
CUST01756,58,156561,25229,624,36,No
CUST01757,52,109647,57587,563,60,No
CUST01758,31,50355,54713,713,48,Yes
CUST01759,65,91805,31997,743,36,No
CUST01760,45,86367,26101,646,12,No
CUST01761,53,127906,45391,601,60,No
CUST01762,58,135409,80863,703,36,No
CUST01763,61,95355,77723,615,24,Yes
CUST01764,28,134220,64405,730,60,Yes
CUST01765,31,105173,39948,825,60,No
CUST01766,42,19996,58031,614,72,Yes
CUST01767,44,62387,42921,624,36,No
CUST01768,61,21089,77571,571,60,Yes
CUST01769,37,116827,82007,691,48,Yes
CUST01770,32,38659,33460,686,72,No
CUST01771,52,63178,26071,660,60,No
CUST01772,35,113965,71118,681,72,No
CUST01773,36,99268,53282,602,72,No
CUST01774,42,103042,96725,555,12,Yes
CUST01775,48,124471,63445,623,60,No
CUST01776,40,88111,86067,536,36,No
CUST01777,53,118435,87208,614,48,No
CUST01778,30,107242,59816,703,72,No
CUST01779,60,131204,90779,684,12,Yes
CUST01780,52,171956,8060,547,48,No
CUST01781,53,35199,18731,759,60,No
CUST01782,22,78038,82830,665,36,Yes
CUST01783,53,75786,25719,583,24,No
CUST01784,53,127636,52042,653,12,No
CUST01785,61,67294,54116,636,24,Yes
CUST01786,33,161737,31325,615,48,No
CUST01787,50,18534,27597,741,36,No
CUST01788,53,109828,72439,597,12,No
CUST01789,33,54132,19551,694,72,No
CUST01790,46,133720,98287,579,48,No
CUST01791,42,54110,29278,677,36,No
CUST01792,59,81580,96189,700,36,No
CUST01793,22,171541,20141,700,48,Yes
CUST01794,58,82016,72913,686,36,Yes
CUST01795,59,64233,38615,662,48,No
CUST01796,46,147863,67751,600,48,No
CUST01797,35,124311,32452,601,24,No
CUST01798,54,52409,27725,702,60,No
CUST01799,62,168396,55391,585,36,No
CUST01800,64,157810,80060,568,36,No
CUST01801,60,42054,16698,787,72,Yes
CUST01802,31,47709,91711,661,36,Yes
CUST01803,23,127321,82850,728,48,No
CUST01804,26,18363,7365,746,48,Yes
CUST01805,29,28358,48372,684,24,No
CUST01806,26,152312,49134,652,72,No
CUST01807,29,63689,42823,653,36,No
CUST01808,59,19936,76158,801,36,No
CUST01809,51,130272,6949,638,60,No
CUST01810,52,109074,54396,693,36,Yes
CUST01811,61,18882,36912,731,48,No
CUST01812,32,169296,61947,699,60,No
CUST01813,28,123227,49387,761,36,No
CUST01814,28,143865,68965,651,24,Yes
CUST01815,48,141745,21508,731,12,No
CUST01816,40,179897,50592,545,60,No
CUST01817,27,46885,6919,781,24,No
CUST01818,31,152275,47595,764,36,No
CUST01819,40,151316,14617,657,36,No
CUST01820,36,116322,80268,713,36,No
CUST01821,24,86619,38298,747,48,No
CUST01822,26,39584,11929,602,72,No
CUST01823,42,26521,19456,669,36,No
CUST01824,46,51541,91676,582,36,No
CUST01825,23,47063,88721,765,60,No
CUST01826,61,88268,42924,742,36,No
CUST01827,62,144218,29240,659,60,No
CUST01828,34,136206,92381,650,36,No
CUST01829,31,151639,14228,669,36,No
CUST01830,38,165193,26686,613,72,No
CUST01831,32,150746,16920,667,36,No
CUST01832,43,94411,12432,602,36,No
CUST01833,32,127876,68575,747,24,No
CUST01834,33,178212,76725,765,72,No
CUST01835,45,158399,98575,751,60,No
CUST01836,65,41331,38910,590,36,Yes
CUST01837,39,41004,35226,664,60,No
CUST01838,56,137243,78150,724,48,No
CUST01839,65,159564,64099,738,36,No
CUST01840,28,162821,91760,542,60,Yes
CUST01841,49,81217,23013,736,60,No
CUST01842,52,107044,26446,587,36,No
CUST01843,64,27045,75375,668,12,No
CUST01844,38,38116,67509,774,12,Yes
CUST01845,26,36667,5557,764,60,Yes
CUST01846,38,93057,35666,779,60,No
CUST01847,39,92205,42389,600,48,No
CUST01848,42,45302,52700,619,60,No
CUST01849,57,160355,29578,638,48,No
CUST01850,52,90534,79779,669,60,Yes
CUST01851,61,31440,14596,696,24,No
CUST01852,23,129001,62500,776,36,No
CUST01853,48,64501,77534,610,36,Yes
CUST01854,30,150341,15129,633,36,No
CUST01855,55,25868,68394,787,48,No
CUST01856,49,179323,71046,593,60,No
CUST01857,35,95909,16596,735,36,Yes
CUST01858,53,102523,70355,673,60,No
CUST01859,27,33734,17974,709,36,Yes
CUST01860,32,101600,71673,619,36,Yes
CUST01861,50,26433,98433,733,48,No
CUST01862,41,158183,75202,631,36,No
CUST01863,51,121986,79442,574,36,No
CUST01864,44,81753,26818,716,48,Yes
CUST01865,40,131783,48246,492,60,No
CUST01866,57,39751,60598,637,48,No
CUST01867,24,165525,7654,702,36,No
CUST01868,48,179149,38758,737,12,Yes
CUST01869,64,66570,29204,772,72,No
CUST01870,40,42503,39928,813,36,No
CUST01871,44,151851,58609,790,60,No
CUST01872,52,104840,35552,694,48,No
CUST01873,61,149827,15336,764,48,No
CUST01874,56,57263,52037,693,48,No
CUST01875,54,126491,21206,731,36,No
CUST01876,56,73087,39831,635,48,No
CUST01877,22,69482,48563,715,36,No
CUST01878,35,140989,23361,645,48,No
CUST01879,54,166472,46335,667,60,Yes
CUST01880,56,58115,79469,715,24,Yes
CUST01881,26,32249,30816,837,48,No
CUST01882,59,128361,20619,710,12,No
CUST01883,62,42600,97479,679,24,Yes
CUST01884,32,55706,31819,618,48,No
CUST01885,23,37222,16741,747,12,No
CUST01886,65,117041,13798,655,48,No
CUST01887,38,122504,30143,708,24,No
CUST01888,60,59139,54695,733,36,No
CUST01889,41,132919,37747,775,24,Yes
CUST01890,35,59302,26182,743,36,Yes
CUST01891,53,105838,14415,588,60,Yes
CUST01892,55,157718,16085,551,48,No
CUST01893,46,162615,20008,733,60,No
CUST01894,28,171857,92638,686,12,No
CUST01895,56,96353,23452,709,60,No
CUST01896,50,106992,69075,809,48,No
CUST01897,43,69428,13120,634,36,No
CUST01898,62,41777,69385,777,48,No
CUST01899,64,75939,78356,635,48,Yes
CUST01900,34,104450,23170,797,36,No
CUST01901,34,178625,21259,736,48,Yes
CUST01902,22,41548,27099,567,36,No
CUST01903,57,143549,14649,649,36,No
CUST01904,25,155799,64258,824,36,No
CUST01905,58,165764,46037,814,60,No
CUST01906,65,49625,16805,725,36,No
CUST01907,61,42918,48147,707,36,No
CUST01908,34,132826,79280,698,48,Yes
CUST01909,59,132881,51053,713,60,Yes
CUST01910,45,33577,96393,669,60,No
CUST01911,40,103155,81215,771,12,No
CUST01912,22,129776,15985,723,48,Yes
CUST01913,59,117246,98823,608,36,No
CUST01914,26,176761,17391,729,36,No
CUST01915,37,160226,9861,692,48,No
CUST01916,45,112948,68582,657,60,Yes
CUST01917,48,39341,56928,822,60,No
CUST01918,22,115554,39364,688,48,No
CUST01919,55,125798,87399,533,48,Yes
CUST01920,57,64330,98330,662,36,Yes
CUST01921,25,105759,47923,755,24,No
CUST01922,21,104807,12919,611,72,No
CUST01923,60,51313,60896,752,36,No
CUST01924,32,64900,90818,605,48,Yes
CUST01925,56,96840,52396,780,60,No
CUST01926,65,179297,39840,637,12,No
CUST01927,43,104072,47255,654,60,No
CUST01928,51,114367,76160,648,60,No
CUST01929,31,67156,13176,725,60,No
CUST01930,30,105453,38529,818,12,No
CUST01931,23,176901,61406,681,36,No
CUST01932,34,43938,17941,679,12,No
CUST01933,36,77164,6669,637,48,No
CUST01934,30,78282,90782,558,48,No
CUST01935,49,65801,49859,644,24,No
CUST01936,30,158537,60786,586,48,Yes
CUST01937,32,21326,56083,538,36,Yes
CUST01938,50,152731,45076,674,60,Yes
CUST01939,61,176666,25323,639,48,No
CUST01940,21,133819,11021,783,36,Yes
CUST01941,25,22763,44807,616,36,No
CUST01942,40,159900,55355,730,60,No
CUST01943,28,65588,49732,729,36,No
CUST01944,63,29221,13711,780,36,No
CUST01945,32,160283,68079,666,12,Yes
CUST01946,21,31569,12904,779,36,No
CUST01947,40,55860,69033,722,60,Yes
CUST01948,48,63337,91478,765,60,Yes
CUST01949,63,162587,94787,850,24,No
CUST01950,57,89695,60096,671,36,No
CUST01951,57,124749,95594,693,24,No
CUST01952,32,173976,8093,653,72,No
CUST01953,57,61790,29918,796,48,No
CUST01954,64,86580,77743,850,60,No
CUST01955,48,23636,67636,735,48,Yes
CUST01956,35,95129,63806,559,60,Yes
CUST01957,26,151964,14394,614,60,No
CUST01958,64,39672,97510,767,12,No
CUST01959,40,23812,98708,594,72,No
CUST01960,34,18654,18280,635,60,Yes
CUST01961,22,72633,41303,632,36,Yes
CUST01962,29,35143,32453,674,60,No
CUST01963,57,73934,65695,699,60,Yes
CUST01964,40,85334,73449,538,60,No
CUST01965,46,121463,30765,565,24,No
CUST01966,49,143851,7340,567,48,No
CUST01967,21,47087,96715,576,12,Yes
CUST01968,55,160690,98409,681,60,No
CUST01969,26,26446,43057,695,72,No
CUST01970,57,120127,5597,756,48,No
CUST01971,25,66867,62988,722,36,No
CUST01972,53,78101,99655,636,48,Yes
CUST01973,34,176272,20025,697,36,No
CUST01974,32,106074,12145,759,48,No
CUST01975,62,136422,60797,663,48,Yes
CUST01976,40,105892,46723,657,24,No
CUST01977,44,138044,78230,609,24,No
CUST01978,63,57148,9830,620,48,No
CUST01979,54,100928,28930,731,36,No
CUST01980,45,169770,28752,680,60,No
CUST01981,49,69660,81025,827,36,No
CUST01982,59,53450,86304,629,12,No
CUST01983,51,51757,67040,737,48,No
CUST01984,63,96012,72696,709,48,No
CUST01985,43,124750,69648,673,48,Yes
CUST01986,64,145043,60030,647,48,No
CUST01987,58,74116,61815,725,36,No
CUST01988,40,162233,90669,721,48,No
CUST01989,43,50152,40690,695,12,Yes
CUST01990,65,124379,93406,712,36,No
CUST01991,36,38836,95032,683,24,No
CUST01992,62,175403,62923,557,24,No
CUST01993,28,159835,41572,686,36,No
CUST01994,41,87444,59030,660,24,No
CUST01995,21,111109,72904,826,72,Yes
CUST01996,28,168259,34203,728,36,No
CUST01997,49,161029,82088,695,36,Yes
CUST01998,52,153451,10608,715,60,No
CUST01999,58,177031,50667,603,36,No
CUST02000,25,100018,60547,634,36,No
CUST02001,42,141076,27485,655,36,No
CUST02002,54,176177,14862,709,36,No
CUST02003,21,149949,80948,647,36,No
CUST02004,46,101788,91890,642,36,No
CUST02005,63,114870,76880,600,60,Yes
CUST02006,30,101308,62560,682,24,No
CUST02007,50,75913,88529,692,24,Yes
CUST02008,38,20637,99218,712,48,Yes
CUST02009,37,60025,33415,628,36,No
CUST02010,46,117508,69523,708,36,Yes
CUST02011,28,100464,24323,602,60,Yes
CUST02012,60,46742,58214,664,60,No
CUST02013,32,29831,22997,703,60,No
CUST02014,47,131768,62003,661,36,No
CUST02015,28,103092,8679,563,72,No
CUST02016,45,108879,45308,572,36,No
CUST02017,24,106370,80024,697,24,No
CUST02018,53,144537,44842,723,36,No
CUST02019,21,122824,70408,705,48,Yes
CUST02020,39,106741,74532,725,24,No
CUST02021,51,36830,58938,659,48,No
CUST02022,36,73044,10695,735,60,No
CUST02023,34,91948,63499,705,36,No
CUST02024,25,87202,28382,632,48,No
CUST02025,61,55045,19235,719,36,Yes
CUST02026,46,125509,67223,702,36,No
CUST02027,48,175699,7366,805,36,No
CUST02028,22,33198,32467,783,48,Yes
CUST02029,26,87521,64316,673,36,No
CUST02030,29,124471,11764,649,60,No
CUST02031,53,47475,95896,797,72,No
CUST02032,61,37403,66836,721,60,Yes
CUST02033,45,21681,36923,667,24,No
CUST02034,33,109555,21292,531,12,No
CUST02035,29,136884,6614,623,36,No
CUST02036,33,111122,25939,618,48,No
CUST02037,51,133260,23800,669,72,No
CUST02038,61,123386,61440,726,60,No
CUST02039,31,154701,28246,738,48,No
